SRNo,Sno,StateCD,DistrictCD,BlockCode,SubDistrictCD,VillageCode,LabType,LabName,districtnm,blockNameEng,Email,Mobile,MNTF,BTF,STF,Prsn_Soil,Prsn_Technical,Prsn_Supporting,An_Routine,An_Full,Sa_Routine,Sa_Full,Charges_Full_Actual,Charges_Full_Charged,Charges_Routine_Actual,Charges_Routine_Charged,Govt_Funding,Static_Mobile,Status,Town_Village_Name,SubDistName,statenm,address,lat,long
807,1166,11,1111,4560,04265,6791,Private,"Bhumiputra Krushi vikas pratishtan,Karad",SATARA,KARAD,bkvpkarad@gmail.com,02164-208023,No,No,No,1,1,1,5000,0,668,0,0,0,15,15,.,Static,Complete,Karad ,Karad,MAHARASHTRA,KARAD Karad SATARA MAHARASHTRA,17.2759841,74.20032309999999
808,684,11,1111,4568,04262,546280,Govt,"District Soil Survey Soil Testing Laboratory, Satara",SATARA,SATARA,soilsatara@gmail.com,02162-234891 (SAO) / 9423886493,Yes,No,No,1,6,6,10000,15000,13000,15000,700,450,250,15,State Government Scheme,Static,Complete,Kondhave,Satara,MAHARASHTRA,SATARA Satara SATARA MAHARASHTRA,17.6804639,74.018261
809,1165,11,1111,4569,04256,615329,Co-Op.,"Kisanveer co.sugar fact.Bhuinj,Wai",SATARA,WAI,kisansugar@yahoo.com,02167-285240,Yes,No,No,2,2,1,0,2500,0,838,250,250,0,0,.,Static,Complete,Bhuinj,Wai,MAHARASHTRA,WAI Wai SATARA MAHARASHTRA,17.9486823,73.8918897
810,1993,11,1111,4569,04256,615329,kisanveer satara sakhar karkhana,kisanveer satara sahakari sakhar karkhana,SATARA,WAI,kisansugar@yahoo.com,8600110005,Yes,No,No,2,1,1,2500,2500,2500,2500,250,250,250,250,kisanveer satara sakhar karkhana ,Static,Complete,Bhuinj,Wai,MAHARASHTRA,WAI Wai SATARA MAHARASHTRA,17.9486823,73.8918897
811,2048,11,1111,4569,04256,615329,kisanveer satara karkhana,kisanveer satara sahakari sakhar karkhana ltd bhuinj,SATARA,WAI,kisansugar@yahoo.com,8600110005,Yes,No,No,2,1,1,2500,2500,2500,2500,250,250,250,250,kisanveer satara karkhana,Static,Complete,Bhuinj,Wai,MAHARASHTRA,WAI Wai SATARA MAHARASHTRA,17.9486823,73.8918897
812,118,11,1111,4560,04265,77539,KVK,KRISHI VIGYAN KENDRA KALAWADE,SATARA,KARAD,pckvkkarad@gmail.com,9423862713,No,No,No,1,1,1,1500,0,1400,0,0,0,150,150,NO,Static,Complete,Kalvade,Karad,MAHARASHTRA,KARAD Karad SATARA MAHARASHTRA,17.2759841,74.20032309999999
813,1162,11,1111,4560,04265,77559,Co-Op.,"Krushna co.sugar fact.Rethare,karad",SATARA,KARAD,ymkrishnassk@hotmail.com,02164-266222-25,Yes,No,No,2,2,1,12000,8000,0,1365,875,215,215,15,State Government Scheme,Static,Complete,Rethare bk.,Karad,MAHARASHTRA,KARAD Karad SATARA MAHARASHTRA,17.2759841,74.20032309999999
814,1160,11,1111,4560,04265,532307,Co-Op.,"Sahyadri co.sugar fact.yashvantnagar,karad",SATARA,KARAD,sahyadrisugar@gmail.com,02164-271171,No,No,No,1,1,1,1500,0,616,0,0,0,15,15,.,Static,Complete,Yeshwantnagar,Karad,MAHARASHTRA,KARAD Karad SATARA MAHARASHTRA,17.2759841,74.20032309999999
815,1163,11,1111,4565,04259,602582,Private,"Shri agro lab Dahiwadi,Man",SATARA,MAN,sagarghorpade65@gmail.com,02165-220145,Yes,No,No,2,1,2,10000,15000,2018,1961,450,450,15,15,State Government Scheme,Static,Complete,Dahivadi,Man,MAHARASHTRA,MAN Man SATARA MAHARASHTRA,17.7031208,74.54339879999999
816,1167,11,1111,4567,04258,6780,Horticulture College,Shrimant. Shivajiraje horticulture collage Phaltan,SATARA,PHALTAN,ssch2003@gmail.com,02166-222908,No,No,No,1,1,1,2200,0,146,0,0,0,15,15,.,Static,Complete,Phaltan ,Phaltan,MAHARASHTRA,PHALTAN Phaltan SATARA MAHARASHTRA,17.9844507,74.43604239999999
817,1918,11,1111,4560,04265,77656,Private,YASHRAJ ANALYTICAL LABORATORY,SATARA,KARAD,yashsan@yahoo.co.in,9922392222,Yes,Yes,Yes,2,3,2,4500,7000,12000,15000,450,350,250,250,RKVY,Static,Complete,Varade,Karad,MAHARASHTRA,KARAD Karad SATARA MAHARASHTRA,17.2759841,74.20032309999999
818,718,11,1105,4572,04275,242665,Private,"Bioproduct Research and Training Center, Shri S. H. Kelkar College, Deogad",SINDHUDURG,KANKAVALI                                         ,gtparulekar@yahoo.com,"9423203743, 9423878887",Yes,No,No,1,5,2,5000,1000,1047,47,1000,880,250,180,Private,Static,Complete,Devgad,Devgad,MAHARASHTRA,KANKAVALI Devgad SINDHUDURG MAHARASHTRA,,
819,1917,11,1105,4573,04280,242397,Govt,"District Soil Survey Soil Testing Laboratory, Sindhudurg",SINDHUDURG,KUDAL                                             ,soilsindhudurga@gmail.com,9423053611,Yes,No,No,1,6,5,7600,15960,6227,13819,800,475,200,35,State Government Scheme,Static,Complete,Oras Bk.,Kudal,MAHARASHTRA,KUDAL Kudal SINDHUDURG MAHARASHTRA,15.9999562,73.6830521
820,717,11,1105,4574,04277,6812,KVK,"Krishi Vigyan Kendra, Sindhudurg",SINDHUDURG,MALVAN,kvksin@rediffmail.com,9422349044,No,No,No,1,1,1,2000,00,3400,00,00,00,120,55,ICAR,Static,Complete,Kankavli ,Kankavli,MAHARASHTRA,MALVAN Kankavli SINDHUDURG MAHARASHTRA,16.288217,73.708676
821,719,11,1105,4572,04276,242514,Private,"Mobile STL of  College of Agriculture, Sangulwadi",SINDHUDURG,KANKAVALI                                         ,agricos2008_sangulwadi@rediffmail.com,"9423805604, ",Yes,No,No,0,2,3,5000,1800,9,0,400,200,75,15,Private,Mobile,Complete,Sangulwadi,Vaibhavvadi,MAHARASHTRA,KANKAVALI Vaibhavvadi SINDHUDURG MAHARASHTRA,16.4967591,73.7463147
822,1979,11,1113,4587,04247,6758,Govt,Dist Soil Survey Soil Testing Lab.Solapur ,SOLAPUR,SOLAPUR NORTH                                     ,soilsolapur@gamil.com,0217230112,Yes,No,Yes,0,7,5,10000,10000,15000,15000,525,525,0505,35,State Government Scheme,Static,Complete,Solapur ,Solapur North,MAHARASHTRA,SOLAPUR NORTH Solapur North SOLAPUR MAHARASHTRA,17.6904355,75.8997191
823,683,11,1113,4587,04247,6758,Govt,"District Soil Survey Soil Testing Laboratory, Solapur",SOLAPUR,SOLAPUR NORTH                                     ,soilsolapur@gmail.com,0217-2726013(SAO) / 8087514343,Yes,No,No,1,6,6,10000,15000,7000,13000,700,450,250,15,State Government Scheme,Static,Complete,Solapur ,Solapur North,MAHARASHTRA,SOLAPUR NORTH Solapur North SOLAPUR MAHARASHTRA,17.6904355,75.8997191
824,192,11,1113,4587,04247,582632,KVK,"Krishi Vigyan Kendra, Solapur",SOLAPUR,SOLAPUR NORTH                                     ,kvksolapur@rediffmail.com,0942265772,No,No,No,0,1,1,2000,0,1000,0,0,0,110,150,State Government Scheme,Static,Complete,Khed,Solapur North,MAHARASHTRA,SOLAPUR NORTH Solapur North SOLAPUR MAHARASHTRA,17.6904355,75.8997191
825,794,11,1113,4587,04247,582612,Private,Lokmangal Soil and Water Analysis Laboratory,SOLAPUR,SOLAPUR NORTH                                     ,shriram-pratishthan2008@yahoo.co.in,7875905786,Yes,Yes,Yes,2,2,1,1500,2500,1270,1040,950,550,650,250,No,Static,Complete,Wadala,Solapur North,MAHARASHTRA,SOLAPUR NORTH Solapur North SOLAPUR MAHARASHTRA,17.6904355,75.8997191
826,2037,11,1113,4586,04251,566826,Private,MRUDULA LAB SANGOLA,SOLAPUR,SANGOLA, ,9890168213,Yes,Yes,No,1,2,3,8000,8000,8000,8000,215,215,215,215,RKVY,Static,Complete,Zapachiwadi,Sangole,MAHARASHTRA,SANGOLA Sangole SOLAPUR MAHARASHTRA,17.4340512,75.1953934
827,789,11,1113,4585,04251,6764,Private,"Mrudula Laboratories, Sangola",SOLAPUR,PANDHARPUR                                        ,ashokshinde@gmail.com,9890168213,Yes,Yes,Yes,1,2,1,8000,8000,8000,2500,950,650,650,350,.,Mobile,Complete,Sangole ,Sangole,MAHARASHTRA,PANDHARPUR Sangole SOLAPUR MAHARASHTRA,17.5621536,75.2684017
828,790,11,1113,4585,04251,6764,Private,"Mrudula Laboratories, Sangola",SOLAPUR,PANDHARPUR                                        ,ashokshinde@gmail.com,9890168213,Yes,Yes,Yes,1,2,1,8000,8000,6406,2509,950,650,650,350,.,Static,Complete,Sangole ,Sangole,MAHARASHTRA,PANDHARPUR Sangole SOLAPUR MAHARASHTRA,17.5621536,75.2684017
829,1990,11,1113,4586,04251,567078,Private,"Rahul Laboratories, Mahud",SOLAPUR,SANGOLA, ,9850955999,Yes,No,No,NA,NA,NA,8000,11000, , , , , , ,RKVY,Static,Under Progress,Mahud Bk.,Sangole,MAHARASHTRA,SANGOLA Sangole SOLAPUR MAHARASHTRA,17.4340512,75.1953934
830,792,11,1113,4585,04251,567078,Private,"Rahul Laboratories, Mahud (Bk)",SOLAPUR,PANDHARPUR                                        ,v999vijaypatil@gmail.com,9850955999,Yes,No,No,2,2,1,5000,6000,7268,6000,950,550,650,350,No,Static,Complete,Mahud Bk.,Sangole,MAHARASHTRA,PANDHARPUR Sangole SOLAPUR MAHARASHTRA,17.5621536,75.2684017
831,793,11,1113,4579,04246,6756,"Shivaji Mahavidyalay, Barshi","Shivaji Mahavidyalay, Barshi",SOLAPUR,BARSHI                                            ,ssmb-barshi@rediffmail.com,9822487107,Yes,No,No,2,2,2,1500,1500,1739,1203,1410,550,950,350,No,Static,Complete,Barshi ,Barshi,MAHARASHTRA,BARSHI Barshi SOLAPUR MAHARASHTRA,18.2333856,75.6941478
832,795,11,1113,4587,04247,6758,shree Siddheshwar Sahakari sakhar karkhana kumthe,shree Siddheshwar Sahakari sakhar karkhana kumthe,SOLAPUR,SOLAPUR NORTH                                     ,siddeshwarsugar@yahoo.com,9552542905,No,No,No,2,2,1,1500,0,3600,0,0,0,950,350,.,Static,Complete,Solapur ,Solapur North,MAHARASHTRA,SOLAPUR NORTH Solapur North SOLAPUR MAHARASHTRA,17.6904355,75.8997191
833,791,11,1113,4585,04250,567045,Private,"Trinity Agrotech and Fitochemicals Limited, Velapur",SOLAPUR,PANDHARPUR                                        ,trinityagro@rediffmail.com,9922430891,Yes,Yes,Yes,2,3,1,10000,10000,4045,3549,950,550,550,250,No,Static,Complete,Velapur,Malshiras,MAHARASHTRA,PANDHARPUR Malshiras SOLAPUR MAHARASHTRA,17.8624386,74.9065146
834,2045,11,1113,4581,04245,582952,"Vitthalrao Shinde S.S.K Ltd , Pimplner, Madha","Vitthalrao Shinde S.S.K Ltd , Pimplner, Madha",SOLAPUR,MADHA                                             ,vssskl.soillab@gmail.com,8408026955,Yes,No,Yes,2,4,4,2200,10000,2200,10000,450,450,450,450,State Government Scheme,Static,Complete,Tembhurni,Madha,MAHARASHTRA,MADHA Madha SOLAPUR MAHARASHTRA,18.0339662,75.5160676
835,710,11,1102,4597,04167,466600,Private,"Bahujan Edu. Foundation, Tisai Krishi Vidyalay, Lenad Bk.",THANE,SHAHAPUR                                          ,prakash.bhangrath@gmail.com,9423026600  /  9270324200,Yes,No,No,2,1,1,10000,13350,0,0,0,0,0,0,NPMSF,Static,Complete,Lenad Bk.,Shahapur,MAHARASHTRA,SHAHAPUR Shahapur THANE MAHARASHTRA,19.4559236,73.32960369999999
836,653,11,1102,4599,04165,6596,Govt,"District Soil Survey Soil Testing Laboratory, Thane",THANE,THANE                                             ,soilthane@gmail.com,022-25823389 / 9422132315,Yes,No,No,1,6,6,10000,15000,16000,17000,700,450,250,15,State Government Scheme,Static,Complete,Thane ,Thane,MAHARASHTRA,THANE Thane THANE MAHARASHTRA,19.2183307,72.9780897
837,153,11,1102,4591,04158,287597,KVK,GESKVK KOSBAD HILL THANE,THANE,DAHANU                                            ,kvkkosbad439@gmail.com,9890577525,No,No,No,0,1,0,1500,0,1015,0,0,0,150,150,ICAR,Static,Complete,Kosbad,Dahanu,MAHARASHTRA,DAHANU Dahanu THANE MAHARASHTRA,19.9810649,72.7451817
838,709,11,1102,4591,04158,287597,KVK,"Krishi Vidnyan Kendra, Kosbad ",THANE,DAHANU                                            ,ashok1821@rediffmail.com,02528-241249  /  8007213228,No,No,No,1,0,0,2500,2500,1023,1023,0,0,105,15,"Zonal Co-ordinator, Hydrabad.",Static,Complete,Kosbad,Dahanu,MAHARASHTRA,DAHANU Dahanu THANE MAHARASHTRA,19.9810649,72.7451817
839,1915,11,1102,4601,04163,6591,Private,Late Shri. Vishnu Vaman Charitable Trusts VIVA Center for Advanced Research and Development ,THANE,VASAI                                             ,dv4180@gmail.com,9766663740,Yes,Yes,No,02,01,01,17280,15000,246,162,27180,27180,27180,27180,GOVERNMENT RECOGNIZED,Static,Complete,Palghar ,Palghar,MAHARASHTRA,VASAI Palghar THANE MAHARASHTRA,19.3919275,72.8397317
840,720,11,1102,4599,04165,6597,PSU,"RCF Limited, Mumbai",THANE,THANE                                             , ,9920582634,Yes,No,No,1,2,4,10000,13500,10271,15308,260,200,105,15,NPMSF,Mobile,Complete,Navi Mumbai ,Thane,MAHARASHTRA,THANE Thane THANE MAHARASHTRA,19.2183307,72.9780897
841,708,11,1102,4591,04158,6584,Private,Reliance Infrastructure Ltd. Dahanu,THANE,DAHANU                                            ,mahobatkhan.bihari@relianceada.com,02528-225001  /  9325119735,No,No,No,2,1,0,7500,7500,180,180,260,15,105,15,Private,Static,Complete,Dahanu ,Dahanu,MAHARASHTRA,DAHANU Dahanu THANE MAHARASHTRA,19.9810649,72.7451817
842,712,11,1102,4591,04158,380445,Private,"V. M. Patil Krishi Tantra Niketan, Asangaon",THANE,DAHANU                                            ,akshayvp11@gmail.com,02528-244082  /  9270887823,Yes,No,No,1,0,0,5000,6800,471,471,260,215,105,15,State Government Scheme,Mobile,Complete,Asangaon,Dahanu,MAHARASHTRA,DAHANU Dahanu THANE MAHARASHTRA,19.9810649,72.7451817
843,711,11,1102,4601,04164,6593,Private,"Vishnu Vaman Charitable Trust, Virar",THANE,VASAI                                             ,dv4180@gmail.com,9766663740,Yes,No,No,4,1,2,17280,17880,26,81,260,215,105,15,Private,Static,Complete,Vasai-Virar City ,Vasai,MAHARASHTRA,VASAI Vasai THANE MAHARASHTRA,19.3919275,72.8397317
844,704,11,1126,4611,04019,6345,Govt,"District Soil Survey Soil Testing Laboratory, Wardha",WARDHA,WARDHA                                            ,soilwardha@gmail.com,07152-241099,Yes,No,No,1,6,6,10000,15000,13000,16000,700,450,250,15,State Government Scheme,Static,Complete,Wardha ,Wardha,MAHARASHTRA,WARDHA Wardha WARDHA MAHARASHTRA,20.745319,78.60219459999999
845,166,11,1126,4611,04019,301082,KVK,KVK WARDHA,WARDHA,WARDHA                                            ,kvkwardha@gmail.com,9421771374,No,No,No,0,0,0,300,0,250,0,0,0,65,65,ICAR,Static,Complete,Selsura,Wardha,MAHARASHTRA,WARDHA Wardha WARDHA MAHARASHTRA,20.745319,78.60219459999999
846,1239,11,1126,4611,04019,6345,Private,Maa Bhagawati Biotech & Chemicals Wardha,WARDHA,WARDHA                                            ,maabhagawatibnc@yahoo.com,9922411944,Yes,No,No,0,0,0,0,0, , , , , , ,State Government Scheme,Static,Under Progress,Wardha ,Wardha,MAHARASHTRA,WARDHA Wardha WARDHA MAHARASHTRA,20.745319,78.60219459999999
847,1235,11,1126,4611,04019,6345,Private,Microplex ( India ),WARDHA,WARDHA                                            ,microplex.india@gmail.com,9422141797,Yes,Yes,Yes,0,1,2,300,1000,0,0,0,0,0,0,No,Static,Complete,Wardha ,Wardha,MAHARASHTRA,WARDHA Wardha WARDHA MAHARASHTRA,20.745319,78.60219459999999
848,1237,11,1126,4611,04019,301090,Private,Vaibhaw Laxmi Bicontrol Lab Wardha,WARDHA,WARDHA                                            ,dhanjaypahade@gmail.com,9422140056,No,No,No,0,0,0,0,0,0,0,0,0,0,0,No,Static,Complete,Borgaon ,Wardha,MAHARASHTRA,WARDHA Wardha WARDHA MAHARASHTRA,20.745319,78.60219459999999
849,498,11,1133,4616,04000,85897,KVK,Mobile Soil Testing Lab KVK Washim,WASHIM,RISOD                                             ,kvk.washim@yahoo.com,9422938764,Yes,No,Yes,2,5,5,3000,2000,6000,4000,200,215,100,150,State Government Scheme,Mobile,Complete,Karda,Risod,MAHARASHTRA,RISOD Risod WASHIM MAHARASHTRA,19.9778398,76.782702
850,497,11,1133,4616,04000,85897,KVK,Soil and Water Testing Lab. Karda ,WASHIM,RISOD                                             ,kvk.washim@yahoo.com,9422938764,Yes,Yes,Yes,2,5,5,10000,5000,30000,15000,200,250,100,150,State Government Scheme,Static,Complete,Karda,Risod,MAHARASHTRA,RISOD Risod WASHIM MAHARASHTRA,19.9778398,76.782702
851,703,11,1125,4632,04082,6445,Govt,"District Soil Survey Soil Testing Laboratory, Yeotmal",YEVATMAL,YAVATMAL                                          ,soilyeotmal@gmail.com,7232242408,Yes,No,No,1,0,3,6750,6750,13000,14000,700,525,250,35,State Government Scheme,Static,Complete,Yavatmal ,Yavatmal,MAHARASHTRA,YAVATMAL Yavatmal YEVATMAL MAHARASHTRA,20.3887937,78.1204073
852,1234,11,1125,4632,04082,6445,KVK,KVK Yavatmal,YEVATMAL,YAVATMAL                                          ,pckvkytl@yahoo.co.in,9371459061,Yes,No,No,0,0,0,5000,6750, , , , , , ,State Government Scheme,Mobile,Under Progress,Yavatmal ,Yavatmal,MAHARASHTRA,YAVATMAL Yavatmal YEVATMAL MAHARASHTRA,20.3887937,78.1204073
853,1236,11,1125,4632,04082,6445,KVK,KVK Yavatmal,YEVATMAL,YAVATMAL                                          ,pckvkytl@yahoo.co.in,9371459061,Yes,No,No,0,0,0,300,500,0,0,0,0,0,0,No,Mobile,Complete,Yavatmal ,Yavatmal,MAHARASHTRA,YAVATMAL Yavatmal YEVATMAL MAHARASHTRA,20.3887937,78.1204073
854,195,11,1125,4632,04082,288843,KVK,"STL, KVK, Yavatmal",YEVATMAL,YAVATMAL                                          ,pckvkytl@yahoo.co.in,9371459061,Yes,No,No,0,0,0,500,300, , , , , , ,State Government Scheme,Static,Under Progress,Waghapur ,Yavatmal,MAHARASHTRA,YAVATMAL Yavatmal YEVATMAL MAHARASHTRA,20.3887937,78.1204073
855,35,12,1207,2359,1873,269868,KVK,KVK Soil Testing Lab,BISHNUPUR,BISHNUPUR                                         ,kvkbishnupurdistrict@gmail.com,9436020718,No,No,No,0,1,1,100,0,100,0,0,0,500,250,ICAR,Static,Complete,Madhana Khiriya,Shadhora,MANIPUR,BISHNUPUR Shadhora BISHNUPUR MANIPUR,,
856,36,12,1207,2359,1873,269868,KVK,kvk soil testing lab,BISHNUPUR,BISHNUPUR                                         ,kvkbishnupurdistrict@gmail.com,9436020718,No,No,No,0,1,1,100,0,100,0,0,0,500,250,icar,Static,Complete,Madhana Khiriya,Shadhora,MANIPUR,BISHNUPUR Shadhora BISHNUPUR MANIPUR,,
857,55,12,1207,2359,01873,269868,KVK,KVK Soil Testing Lab,BISHNUPUR,BISHNUPUR                                         ,kvkbishnupurdistrict@gmail.com,9436020718,No,No,No,0,1,1,100,0,100,0,0,0,500,250,ICAR,Static,Complete,Madhana Khiriya,Shadhora,MANIPUR,BISHNUPUR Shadhora BISHNUPUR MANIPUR,,
858,56,12,1207,2359,01873,269868,KVK,kvk soil testing lab,BISHNUPUR,BISHNUPUR                                         ,kvkbishnupurdistrict@gmail.com,9436020718,No,No,No,0,1,1,100,0,100,0,0,0,500,250,icar,Static,Complete,Madhana Khiriya,Shadhora,MANIPUR,BISHNUPUR Shadhora BISHNUPUR MANIPUR,,
859,1421,38,3803,2395,01899,27454,KVK,Soil and Water Testing,KOLASIB,THINGDAWL                                         ,kvkkolasib@gmail.com,9862235416,No,No,No,1,0,0,2,50,8,175,0,0,0,0,State Government Scheme,Mobile,Complete,N.Thingdawl, 'N' Thingdawl,MIZORAM,THINGDAWL 'N' Thingdawl KOLASIB MIZORAM,24.1663239,92.6946591
860,551,38,3804,2401,01915,2661,KVK,"KVK Lunglei District, Hnahthial Soil Testing Laboratory",LUNGLEI,HNAHTHIAL                                         ,kvkhnahthial@gmail.com,9862803750,No,No,No,0,0,0,30,20, , , , , , ,State Government Scheme,Static,Under Progress,Hnahthial ,Hnahthial,MIZORAM,HNAHTHIAL Hnahthial LUNGLEI MIZORAM,22.9653238,92.930081
861,201,14,1408,2315,01799,390332,KVK,SOIL TESTING LABORATORY,DIMAPUR,MEDZIPHEMA                                        ,kvkdimapur@gmail.com,9612902239,No,No,Yes,0,1,1,8,0,1486,0,0,0,100,100,ICAR,Static,Complete,Khanakhuru,Medziphema,NAGALAND,MEDZIPHEMA Medziphema DIMAPUR NAGALAND,25.7566338,93.86807549999999
862,1888,14,1407,2354,01768,317772,KVK,KVK,ZUNHEBOTO,AKULUTO                                           ,kvkzunheboto@gmail.com,0985607210,No,No,No, , , ,120,0, , , , , , ,ICAR,Mobile,Under Progress,Akuluto,Akuluto,NAGALAND,AKULUTO Akuluto ZUNHEBOTO NAGALAND,26.166019,94.488266
863,555,14,1407,2354,01768,317769,KVK,Nil,ZUNHEBOTO,AKULUTO                                           ,kvkzunheboto@gmail.com,9856072100,No,No,No,0,0,0,100,150, , , , , , ,ICAR funded project,Mobile,Under Progress,Lumami,Akuluto,NAGALAND,AKULUTO Akuluto ZUNHEBOTO NAGALAND,26.166019,94.488266
864,1424,14,1407,2354,01768,317769,KVK,Nil,ZUNHEBOTO,AKULUTO                                           ,kvkzunheboto@gmail.com,9856072100,No,No,No,0,0,0,100,150, , , , , , ,ICAR funded project,Mobile,Under Progress,Lumami,Akuluto,NAGALAND,AKULUTO Akuluto ZUNHEBOTO NAGALAND,26.166019,94.488266
865,297,15,1519,3276,03011,4259,KVK,"KVK,ANGUL",ANUGUL,ANUGUL                                            ,angulkvk@yahoo.com,9437272009,No,No,No,0,0,0,1000,0,700,0,5,5,5,5,ICAR,Static,Complete,Anugul ,Anugul ,ODISHA,ANUGUL Anugul ANUGUL ODISHA,20.8444033,85.1510818
866,2006,15,1519,3276,03011,4259,Govt,"STL, ANGUL",ANUGUL,ANUGUL                                            ,sc-angul.od@nic.in,9437908081,Yes,Yes,Yes,1,2,8,10000,500,10000,256,750,180,600,5,NPMSHF,Static,Complete,Anugul ,Anugul ,ODISHA,ANUGUL Anugul ANUGUL ODISHA,20.8444033,85.1510818
867,1998,15,1502,3285,03142,4442,Govt,"STL, BOLANGIR",BALANGIR,BALANGIR                                          ,scblgr.dag@nic.in,9861329866,Yes,Yes,Yes,1,0,11,15000,500,14000,191,750,180,600,5,State Government Scheme,Static,Complete,Balangir ,Balangir,ODISHA,BALANGIR Balangir BALANGIR ODISHA,20.7074234,83.4842725
868,2036,15,1502,3285,03142,4442,Govt,"STL, SONEPUR",BALANGIR,BALANGIR                                          ,soilchemist.sonepur@nic.in,9861446566,Yes,Yes,Yes,1,2,8,10000,500,10000,0,750,180,600,5,NPMSHF,Static,Complete,Balangir ,Balangir,ODISHA,BALANGIR Balangir BALANGIR ODISHA,20.7074234,83.4842725
869,309,15,1501,3300,02893,75437,KVK,"Soil & Water Testing Laboratory, KVK Balasore",BALASORE,BALIAPAL                                          ,pckvkbalasore@gmail.com,9437531126,No,No,No,1,0,0,1000,0,887,0,0,0,60,5,ICAR,Static,Complete,Debhog,Baliapal ,ODISHA,BALIAPAL Baliapal BALASORE ODISHA,21.6543943,87.2829703
870,1997,15,1501,3299,02909,4127,Govt,"STL, BALASORE",BALASORE,BALESHWAR                                         ,scbls.dag@nic.in,9861582214,Yes,Yes,Yes,1,2,15,18000,700,17000,675,750,180,600,5,State Government Scheme,Static,Complete,Baleshwar ,Baleshwar (M),ODISHA,BALESHWAR Baleshwar (M) BALASORE ODISHA,21.4955383,86.9184449
871,308,15,1528,3311,02769,504127,KVK,KVK BARGARH,BARGARH,ATTABIRA                                          ,baragarhkvk@yahoo.com,9439393666,No,No,No,0,0,2,0,1000,0,0,210,35,70,35,ICAR,Static,Complete,Gambharipali,Attabira,ODISHA,ATTABIRA Attabira BARGARH ODISHA,21.3690304,83.775678
